Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,cozinha,media_preco,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,alcance_preco,classifi_agregada,Rating color,taxa_votos,votos
18355106,Arabian Nites,1,Gurgaon,"A - 133, Ground Floor, Super Mart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.08687490000001,28.462502399999998,Lebanese,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,158
301499,Bernardo's,1,Gurgaon,"A-237, Supermart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.087339,28.462625899999995,Goan,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.0,Green,Very Good,429
18128902,Begonia,1,Gurgaon,"C Block, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",0.0,0.0,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,8
18138454,Cakes & Muffins,1,Gurgaon,"B-1/75, 1st Floor, Phase 3, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0784363,28.4659842,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21
18391189,Lovecrumbs Bakery,1,Gurgaon,"B 286, Phase-1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0784363,28.4660738,Bakery,1000,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,16
18365890,Behrouz Biryani,1,Gurgaon,"Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0787061,28.4609895,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,49
18322661,Mochamania,1,Gurgaon,"106, The Laburnum Villa, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0747614,28.4710018,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,50
18400489,Mutton Mewar,1,Gurgaon,"Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.07627790000001,28.451342200000003,Rajasthani,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1
18265082,Teddy Choco Studio,1,Gurgaon,"C-479, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.08302259999999,28.455756,Desserts,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
313275,Chin Chow,1,Gurgaon,"UGH-180, 1st Floor, Vyapar Kendra, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0840118,28.460154600000003,Chinese,550,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,38
18343001,Cafe Sante,1,Gurgaon,"Peach Tree Complex, Block C, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0815524,28.4510321,Cafe,1100,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,62
18451577,The Millionaire Express,1,Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.079311,28.460034000000004,Continental,400,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,53
18386419,Elma's Delivers,1,Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0792457,28.461130999999998,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5
18332044,Hyderabad House,1,Gurgaon,"H-154, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0792457,28.461130999999998,Biryani,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,7
4215,Truffles,1,Gurgaon,"G-28, Sushant Shopping Arcade, Phase 1, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0790658,28.4606655,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,15
18420454,Me Kong Bowl,1,Gurgaon,"G229, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0796953,28.460726,Asian,700,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,27
304279,Tokyo,1,Gurgaon,"The Habitare Hotel, 21/1, MG Road, Sector 14, Gurgaon","The Habitare Hotel, Sector 14","The Habitare Hotel, Sector 14, Gurgaon",77.04008979999999,28.4661418,Japanese,1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Orange,Average,10
5044,Prego - The Westin Gurgaon,1,Gurgaon,"The Westin Hotel, Sector 29, Gurgaon","The Westin Gurgaon, Sector 29","The Westin Gurgaon, Sector 29, Gurgaon",77.07038730000001,28.4767298,Italian,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.8,Yellow,Good,390
310700,Xiao Chi - The Westin Sohna Resort & Spa,1,Gurgaon,"The Westin Sohna Resort & Spa, Vatika Complex, P O Daula, Karanki Road, Sohna Road, Gurgaon","The Westin Sohna Resort & Spa, Sohna Road","The Westin Sohna Resort & Spa, Sohna Road, Gurgaon",77.1427506,28.2393668,Chinese,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average,22
310699,The Living Room - The Westin Sohna Resort & Spa,1,Gurgaon,"The Westin Sohna Resort & Spa, Vatika Complex, P O Daula, Karanki Road, Sohna Road, Gurgaon","The Westin Sohna Resort & Spa, Sohna Road","The Westin Sohna Resort & Spa, Sohna Road, Gurgaon",77.1427506,28.2393668,Continental,3000,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good,45
2710,Konomi - Trident Gurgaon,1,Gurgaon,"Trident, 443, Phase 5, Udyog Vihar, Gurgaon","Trident, Udyog Vihar","Trident, Udyog Vihar, Gurgaon",77.0867995,28.5022869,Japanese,3000,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good,27
6690,Citrus Cafe - Lemon Tree Hotel,1,Gurgaon,"Lemon Tree Hotel, 886, DLF Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.08670959999999,28.5026368,Cafe,2000,Indian Rupees(Rs.),No,No,No,No,4,2.7,Orange,Average,27
310487,PiccoLicko,1,Gurgaon,"Plot 74, Sector 18, Near IFFCO Chowk, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.06526120000001,28.4875966,Desserts,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,12
312301,World Art Cafe,1,Gurgaon,"183, Nimitya, Phase I, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0842434,28.5120417,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,10
18175242,XLNC Bakers,1,Gurgaon,"Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0801,28.514056300000004,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
18466414,Cafe Coffee Day,1,Gurgaon,"Infotech Center, Old Delhi Gurgaon Road, IDPL Township, Sector 22A, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",0.0,0.0,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
18311952,Costa Coffee,1,Gurgaon,"Airtel Centre Bharti Airtel Ltd, 5th Floor, Plot 16, Phase 4, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.07991786,28.49125312,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2
18337883,Tpot,1,Gurgaon,"Plot 241, Smile Group, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.085902,28.509468,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,1
312592,Tea Halt,1,Gurgaon,"Ground Floor, Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon",77.05550190000001,28.443246999999996,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,82
18337882,Tpot,1,Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon",77.05631140000001,28.4435939,Cafe,800,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,3
302243,Cafe Coffee Day,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0715115,28.509778999999998,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
18233603,Chinese Bistro,1,Gurgaon,"Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0714665,28.509640299999997,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,5
312708,Tea Halt,1,Gurgaon,"Food Court, Basement, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0715115,28.509778999999998,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,14
18458317,Creamy Innovation,1,Gurgaon,"Counter 7, Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",0.0,0.0,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
308681,Sona Chinese,1,Gurgaon,"C-124, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.03085390000001,28.509084499999997,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,14
5927,Aggarwal Sweets & Restaurant,1,Gurgaon,"B-89, Vyaapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0311238,28.5088417,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
18384506,The Basement Cafí©,1,Guwahati,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",91.77524608,26.180242800000002,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,126
2100108,Strawberry Fields,1,Guwahati,"Chakradhar Villa, Opposite All India Radio, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",91.77495472,26.18470185,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,290
2100101,Yo! China,1,Guwahati,"1st Floor, Adityam Building,Borthakur Mall Road, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",91.75816667,26.171,Chinese,800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,327
2100676,Chung Fa,1,Guwahati,"Zoo Narengi Road, Geetanagar, Zoo Tiniali Area, Guwahati, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.78299999999999,26.17266667,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,369
100080,Chokhi Dhani,1,Jaipur,"Chokhi Dhani Village Resort, 12 Mile, Tonk Road, Jaipur","Chokhi Dhani Village Resort, Tonk Road","Chokhi Dhani Village Resort, Tonk Road, Jaipur",75.837333,26.766536,Rajasthani,1600,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,1478
103090,O2- The Plant Cafe,1,Jaipur,"C 29, 4th Floor, Pankaj Singhvi Marg, Lal Kothi, Jaipur",Lal Kothi,"Lal Kothi, Jaipur",75.80208298,26.89119117,Continental,700,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,148
2300042,Chin Mi,1,Kanpur,"Rave 3, Plot 11, Block 6 Parwati Bagla Road, Tilak Nagar, Kanpur","Rave 3, Tilak Nagar","Rave 3, Tilak Nagar, Kanpur",80.32779722,26.49210556,Chinese,1500,Indian Rupees(Rs.),No,No,No,No,4,3.9,Yellow,Good,86
900682,Nawras Seafood Restaurant,1,Kochi,"Near Pullepadi Bus stop, Chittoor Road, Kochi",Chittoor Road,"Chittoor Road, Kochi",76.28500095,9.979362921,Seafood,1000,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,289
95361,Ifthar,1,Kochi,"KK Building, Opposite Pittappillil, Edappally, Kochi",Edappally,"Edappally, Kochi",76.31001944,10.02804722,Kerala,350,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,281
95421,Dhe Puttu,1,Kochi,"NH 47, Edapally Bypass, Edappally, Kochi",Edappally,"Edappally, Kochi",76.31063056,10.02068333,Kerala,600,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,662
900561,Tonico Cafe,1,Kochi,"Opposite CSEZ, Seaport Airport Road, Kakkanad, Kochi",Kakkanad,"Kakkanad, Kochi",76.34539722,10.00688056,Cafe,400,Indian Rupees(Rs.),No,No,No,No,1,4.0,Green,Very Good,406
20002,6 Ballygunge Place,1,Kolkata,"6, Ballygunge Place, Ballygunge, Kolkata",Ballygunge,"Ballygunge, Kolkata",88.36862817,22.52789315,Bengali,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.4,Green,Very Good,1778
18385021,The Pebbles Bistro,1,Lucknow,"1/208 A, Vineet Khand, Opposite Jaipuria School, Gomti Nagar, Lucknow",Gomti Nagar,"Gomti Nagar, Lucknow",81.01126765,26.85123157,European,1000,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,80
800483,Dastarkhwan,1,Lucknow,"U. P. Press Club, China Bazaar Gate Road, Hazratganj, Lucknow",Hazratganj,"Hazratganj, Lucknow",80.93688889,26.85263889,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good,818
15309,Mocha,1,Ludhiana,"27 & 28 F, 1st Floor, Malhar Road, Gurdev Nagar, Ludhiana",Gurdev Nagar,"Gurdev Nagar, Ludhiana",75.82210299,30.89520443,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,153
3100446,#45,1,Mangalore,"Ground Floor, Trinity Commercial Complex, Near Central Railway Station, Attavara Road, Attavar, Mangalore",Attavar,"Attavar, Mangalore",0.0,0.0,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,209
3100013,Hao Ming,1,Mangalore,"Yenepoya Chambers, Opposite Hotel Prestige, Balmatta, Mangalore",Balmatta,"Balmatta, Mangalore",74.85343056,12.87343056,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,280
3100142,Giri Manja's,1,Mangalore,"Near Kalikamba Temple, Gopalkrishna Temple Road, Bhavathi, Mangalore Bhavathi",Bhavathi,"Bhavathi, Mangalore",0.0,0.0,Seafood,500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,281
3100302,Machali,1,Mangalore,"Behind Ocean Pearl, Sharada Vidhyalaya Road, Kodailbail, Mangalore",Kodailbail,"Kodailbail, Mangalore",0.0,0.0,Seafood,800,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,245
3100014,Sizzler's Ranch,1,Mangalore,"Nehru Avenue Road, Behind City Corporation, Lalbagh, Mangalore",Lalbagh,"Lalbagh, Mangalore",0.0,0.0,Continental,700,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,328
35217,Joey's Pizza,1,Mumbai,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Azad Nagar,"Azad Nagar, Mumbai",72.829976,19.12663,Pizza,800,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,5145
18447068,Cafe Hydro,1,Mumbai,"Esspee Tower, Rajendra Nagar, Dattapada Road, Borivali East, Mumbai",Borivali East,"Borivali East, Mumbai",72.86238123,19.22131488,Asian,1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,156
34757,Joey's Pizza,1,Mumbai,"Shop 1, Plot D, Samruddhi Complex, Chincholi Bunder Road, Mindspace, Malad West, Mumbai",Malad West,"Malad West, Mumbai",72.834715,19.178321,Pizza,800,Indian Rupees(Rs.),No,Yes,No,No,2,4.5,Dark Green,Excellent,2662
3600252,Hotel RRR Mysore,1,Mysore,"Gandhi Square, Chamrajpura, Mysore",Chamrajpura,"Chamrajpura, Mysore",76.65487778,12.31107222,Andhra,290,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,139
3600375,The Old House,1,Mysore,"451, Jhansi Rani Lakshmi Bai Road, Chamrajpura, Mysore",Chamrajpura,"Chamrajpura, Mysore",76.64262,12.299524,Italian,800,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,264
3300780,Hide Out The Street Cafe,1,Nagpur,"4, Plot No 54, Raghukul  Building, Bajaj Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",79.06046167,21.12949694,Cafe,250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,73
3300949,The B.A.W.A,1,Nagpur,"Opposite VCA Stadium, Civil Lines, Nagpur",Civil Lines,"Civil Lines, Nagpur",79.07730427,21.15619053,Cafe,600,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,164
3300416,NESCAFí Illusions,1,Nagpur,"Oppsite Dharampeth High School, North Ambazari Road, Near ICICI Bank, Lad Apartment., Dharampeth, Nagpur",Dharampeth,"Dharampeth, Nagpur",79.06513709999999,21.13685791,Cafe,350,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,140
3300058,The Breakfast Story,1,Nagpur,"Opposite Transmitting Station, Hingna Road, Jaitala, Pratap Nagar, Nagpur",Pratap Nagar,"Pratap Nagar, Nagpur",79.03866302,21.1232834,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,4.5,Dark Green,Excellent,520
3301035,Mainland China,1,Nagpur,"Deepika Hospitalities Private Ltd, Plot 19, Wardha Road, Vivekanand Nagar, Nagpur",Vivekanand Nagar,"Vivekanand Nagar, Nagpur",79.06482127,21.08922374,Chinese,1000,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,45
1600227,Divtya Budhlya Wada Restaurant,1,Nashik,"Next to Dura Gas Pump, Gangapur Rd, Ganpati Nagar, Anand Wali Goan, Nashik",Anand Wali Goan,"Anand Wali Goan, Nashik",0.0,0.0,Maharashtrian,400,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,76
1600252,Chai Tapri,1,Nashik,"Shop 2, Chandan Apartments, Model Colony, College Road, Nashik",College Road,"College Road, Nashik",0.0,0.0,Cafe,150,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,86
1600053,Enter The Dragon,1,Nashik,"4th Floor, Archit Arcade, Above Peter England, Near Big Bazar, College Road, Nashik",College Road,"College Road, Nashik",73.76653333,20.00551389,Chinese,700,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,177
1600326,The Cafe Katta,1,Nashik,"Muktangan Apartment, Model Colony, College Road, Nashik",College Road,"College Road, Nashik",73.756229,20.008442000000002,Cafe,600,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average,15
1600067,Al Arabian Express,1,Nashik,"Near Big Bazar, College Road, Nashik",College Road,"College Road, Nashik",73.76504313,20.003734100000003,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,162
1600292,Little Italy,1,Nashik,"36/2, Govardhan Village, Off Gangapur-Savargaon Road, Satpur, Nashik",Satpur,"Satpur, Nashik",0.0,0.0,Italian,800,Indian Rupees(Rs.),No,No,No,No,3,3.0,Orange,Average,25
1600205,Sadhana Restaurant,1,Nashik,"Hardev Bagh, Near Someshwar, Motiwala College Road, Gangapur Road, Near Satpur, Nashik",Satpur,"Satpur, Nashik",73.72076757,20.02091783,Maharashtrian,100,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,218
18414465,Mezbaan Grills,1,New Delhi,"A- 96, Shri Aurbindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.1981225,28.5381335,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
18369872,Monosoz,1,New Delhi,"Sri Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19804244,28.53839431,Pizza,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,66
310958,Rustom's Parsi Bhonu,1,New Delhi,"94-A/B, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.19815668,28.53789627,Parsi,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,665
18337885,Tpot,1,New Delhi,"Basement, MLCP Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463000000002,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
7582,Cafe Coffee Day,1,New Delhi,"Nilgiri Market, Opposite Nilgiri Appartments, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25014627,28.52813297,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,23
18351495,Cakeophony By Sonali,1,New Delhi,"Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",0.0,0.0,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,19
7639,Madhuvan Chinese Fast Food,1,New Delhi,"Alaknanda Shopping Complex, Near Gangotri Complex Part B, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25324590000001,28.52560319,Chinese,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,32
7593,Neha's Treat,1,New Delhi,"Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2540306,28.5257928,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,42
3428,City of Joy,1,New Delhi,"2, 1st Floor, Aravali Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25312788,28.53267894,Bengali,800,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,452
18425780,Purani Dilli Foods,1,New Delhi,"J-16, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2550814,28.525492800000002,Mughlai,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1
7249,Alaturka,1,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.1549849,28.541562,Turkish,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,100
18180041,Big Fat Sandwich,1,New Delhi,"Over Bridge, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.15575699,28.54155381,American,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.5,Yellow,Good,232
302152,Starbucks,1,New Delhi,"1st Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.15541266,28.54089671,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,256
310447,Mandarin,1,New Delhi,"G-7, Pankaj Plaza, Surajmal Vihar, Near, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3061657,28.659802600000003,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,14
18377887,Chilll House Kafe,1,New Delhi,"F-201, A Block, Ashish Complex-2, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3068152,28.659437100000005,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1
18421693,Cookie Shookie,1,New Delhi,"165, Vigyan Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3068421,28.6594206,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
18418263,Fabulous Cake,1,New Delhi,"C3, Yojna Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.31811579999999,28.6640178,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
18421463,Madaan Confectionery,1,New Delhi,"Shop 17, C Block, Yojna Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3180203,28.663686600000005,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
18377915,Tulsi Ram Chinese Hut,1,New Delhi,"G 6, Plot 10, Chetan Complex, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3062409,28.6595326,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
18335692,Xpert Bakers,1,New Delhi,"Shop 22, D Block, DDA Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3147803,28.6519961,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
18414499,Taksim,1,New Delhi,"CG 01, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.2239998,28.562556199999996,Continental,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,188
18241609,Cup-a-licious,1,New Delhi,"Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.17633020000001,28.697684600000002,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,15
8743,Frontier,1,New Delhi,"14, Building 3, Mohan Bazar, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.17147779999999,28.693189500000003,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,10
18441672,6 Pack Momos,1,New Delhi,"BA-Block, Deep Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1724219,28.6940223,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
18361739,Bikaner Kesarvala,1,New Delhi,"Shop 10, H Block, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1685277,28.687879,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
